tr	Ind	Al - Zaman : American forces killed Shaikh Abdullah al - Ani , the preacher at the mosque in the town of Qaim , near the Syrian border .
tr	Ind	DPA : Iraqi authorities announced that they had busted up 3 terrorist cells operating in Baghdad .
tr	Ind	Two of them were being run by 2 officials of the Ministry of the Interior !
tr	Ind	The MoI in Iraq is equivalent to the US FBI , so this would be like having J . Edgar Hoover unwittingly employ at a high level members of the Weathermen bombers back in the 1960s .
tr	Ind	The third was being run by the head of an investment firm .
tr	Ind	You wonder if he was manipulating the market with his bombing targets .
tr	Ind	The cells were operating in the Ghazaliyah and al - Jihad districts of the capital .
tr	Ind	Although the announcement was probably made to show progress in identifying and breaking up terror cells , I don ' t find the news that the Baathists continue to penetrate the Iraqi government very hopeful .
tr	Ind	It reminds me too much of the ARVN officers who were secretly working for the other side in Vietnam .
tr	Ind	Al - Zaman : Guerrillas killed a member of the Kurdistan Democratic Party after kidnapping him in Mosul .
tr	Ind	The police commander of Ninevah Province announced that bombings had declined 80 percent in Mosul , whereas there had been a big jump in the number of kidnappings .
tr	Ind	On Wednesday guerrillas had kidnapped a cosmetic surgeon and his wife while they were on their way home .
tr	Ind	In Suwayrah , Kut Province , two car bombs were discovered before they could be detonated .
tr	Ind	( Kut is in southeastern Iraq and has an overwhelmingly Shiite population , who are on the lookout for Baathist saboteurs and willingly turn them in .
tr	Ind	This willingness is the main difference in the number of bombings in the south as opposed to the center - north of the country .)
tr	Ind	In Baghdad Kadhim Talal Husain , assistant dean at the School of Education at Mustansiriyah University , was assassinated with his driver in the Salikh district .
tr	Ind	Guerrillas killed an engineer , Asi Ali , from Tikrit .
tr	Ind	They also killed Shaikh Hamid ' Akkab , a clan elder of a branch of the Dulaim tribe in Tikrit .
tr	Ind	His mother was also killed in the attack .
tr	Ind	Two other Dulaim leaders have been killed in the past week and a half .
tr	Ind	Guerrillas near Hawijah launched an attack that left 6 dead , including 4 Iraqi soldiers .
tr	Ind	One of them was from the Jubur tribe and was deputy commander of the Hawijah garrison .
tr	Ind	Two hundred members of the Batawi clan of the Dulaim demonstrated in Baghdad on Friday , protesting the killing of their clan elder , Shaikh Kadhim Sarhid and 4 of his sons , by gunmen wearing Iraqi army uniforms .
tr	Ind	( This is a largely Sunni Arab clan , and some Sunni observers have accused Shiite elements in the government of being behind the assassination ; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec . 15 elections .)
tr	Ind	Al - Zaman : The Iraqi High Electoral Commission on Friday denied a request of the Debaathification Commission to exclude 51 individuals from running on party lists in the Dec . 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office .
tr	Ind	The Commission said it had no legal grounds for such an exclusion .
tr	Ind	This item is a small one and easily missed .
tr	Ind	But in my view it is highly significant .
tr	Ind	The Debaathification Commission had been pushed by Ahmad Chalabi and his Iraqi National Congress very hard , and had pushed many Sunni Arabs into the arms of the guerrillas .
tr	Ind	Chalabi has been increasingly marginalized within Iraq , however , despite his ties of clientelage with Washington and Tehran .
tr	Ind	He is no longer in the dominant Shiite list , the United Iraqi Alliance , and won ' t have many seats in the new parliament .
tr	Ind	Some 2 , 000 junior officers of the old Baath army have been recalled to duty in recent months , something Chalabi would have blocked if he could have .
tr	Ind	Now the Electoral Commission is refusing to punish people for mere past Baath Party membership .
tr	Ind	The situation in Iraq is only going to get better this way .
tr	Ind	If someone committed a crime against humanity , prosecute the person .
tr	Ind	If he or she did not , then they should have all the same rights as other Iraqis .
tr	Ind	Al - Sharq al - Awsat reports that a key eyewitness in the trial of Saddam Hussein for a 1982 massacre at Dujail has died .
tr	Ind	A team from the court managed to take his deposition before he died .
tr	Ind	The trial begins again Nov . 28 .
tr	Ind	In Baghdad the fighting still continues in several areas , mostly in Sadr city and Adhamiya .
tr	Ind	Baghdadis don ' t venture much out of their neighbourhoods any more , you never know where you might get stuck .
tr	Ind	There has been talk that the night curfew might be implemented again .
tr	Ind	My neighbourhood has been surrounded by American troops for three days now , helicopters have been circling over our heads non - stop .
tr	Ind	Fedayeen are now visible on the street and they have become bolder than ever .
tr	Ind	Yesterday there were tens of them putting road blocks on our street and setting up mortars , they only come out in the open when Americans leave the area , then they start firing mortars indiscriminately and shooting their AK - 47 ' s in the air .
tr	Ind	They are setting the road blocks at the exact same positions they were during the war last year , which indicates they are the same people .
tr	Ind	And there is nothing we can do about it really , people who are suggesting that we go out and fight them are living in dream land .
tr	Ind	Even the IP and ICDC have abandoned the neighbourhood , and those are trained and armed , so don ' t expect scared civilians to do anything except to hide inside and pray a helicopter or a tank doesn ' t bomb them , and also how are American soldiers going to distinguish the brave and valiant civilians from the Fedayeen ?
tr	Ind	Everyone is apprehensive , there is some talk that April 9th and 10th are going to be bloody days .
tr	Ind	Most people haven ' t gone to work the last few days , although it seems that the rest of Baghdad is ' normal ' ( if you can define what normal is ).
tr	Ind	"There are rumours about preparations by slum dwellers for another looting spree against banks , governmental and public property similar to the one that took place last April , and I have already overheard youngsters in my neighbourhood joking about it and saying things like "" This time we will be the first to loot , we didn ' t get anything the last time ""."
tr	Ind	Mosques are calling for donating blood , food , and medicine for Fallujah , and several convoys have already headed out for Fallujah , most of them returned later though .
tr	Ind	What irritates me is this sudden false ' solidarity ' between Sunni and Shi ' ite clerics , we all know that they would be glad to get at each others throats when they have the chance , and Shia clerics were describing Fallujan insurgents as ' Ba ' athists ', ' Saddamites ', ' Wahhabis ', and ' terrorists ' just a few days ago .
tr	Ind	So what happened ?
tr	Ind	I guess it ' s just the old new Arab ' Me against my brother , me and my brother against my cousin , me and my cousin against my enemy ', or ' The enemy of my enemy is my friend ' thing going on again .
tr	Ind	Speaking of Fallujah , we have only Al - Jazeera to rely on for our news from there .
tr	Ind	They have sent over their top reporter Ahmed Mansour to the town , and he is spouting all kinds of propaganda hourly reminding me of Al - Sahhaf .
tr	Ind	""" They are targetting ambulances "", "" American snipers are shooting children and pregnant women "", and "" They are using cluster bombs against civilians "" is all you get to hear from him ."
tr	Ind	He did once make an unforgivable error when he mentioned that Fallujan militants were shooting at the Marines from the roofs of mosques and houses in Hay Al - Golan , but of course that is okay for Al - Jazeera .
tr	Ind	Someone who called himself Abu Hafs from the Ibn Al - Khattab Brigades ( another new group ) was on Al - Jazeera describing the enormous casualties among the Marines and he sweared that American soldiers were mutilating the bodies of dead insurgents .
tr	Ind	Over 300 Iraqis are reported dead and 500 wounded in Fallujah alone .
tr	Ind	Al - Iraqiyah tv said that ICDC were controlling Ramadi .
tr	Ind	"Azzaman newspaper mentioned an announcement signed by Abdul Aziz bin Muqrin , an Al - Qaeda operative in Saudi Arabia on an Islamic website ' the voice of Jihad ', in which he stated that "" although mutilating dead bodies is not originally permitted in Islam , but in this case it is allowed if Muslims use it against infidels to deter them from committing criminal actions ""."
tr	Ind	"He added that "" America does not understand anything except the language of force and retaliation , they were kicked out of Somalia in humiliation after that soldier was dragged in Mogadishu for the whole world to see "", and that "" the day will come when the dead bodies of Americans and Jews would be dragged , defiled , and stepped on in the Arabian peninsula together with their agents and supporters ""."
tr	Ind	Elena ' s motorcycle tour through the region around Chernobyl has revived interest in one of the most serious nuclear disasters in history .
tr	Ind	We all know what happened , but even to this day , there are many different versions and opinions on how it happened and what effect Chernobyl will have on the health of people affected by the fallout .
tr	Ind	This is not a post about fault - finding or assigning blame .
tr	Ind	It is a time to learn what happened and how it may affect the future .
tr	Ind	There was a soothing authoritative UNSCEAR ( United Nations Scientific Committee on the Effects of Atomic Radiation ) report in 2000 on the health effects of Chernobyl confirming that there was no scientific evidence of any significant radiation - related health effects to most people exposed .
tr	Ind	This was heavily promoted by the Australasian Radiation Protection Society in a press release titled THE MYTHS OF CHERNOBYL which contained the following :
tr	Ind	One of the most widespread myths of recent times is that the Chernobyl nuclear reactor accident in 1986 caused many thousands of extra cancer deaths in neighbouring regions , and that public health has been severely affected by exposure to radiation .
tr	Ind	Many people still believe that to be true , even though the Ministry of Russian Federation on Civil Defence , Emergencies and Elimination of Conseguences of Natural Disasters ( EMERCOM of Russia ) reported this in 1996 :
tr	Ind	In the last decade , there has been a real and significant increase in childhood and , to a certain extent , adult carcinoma of the thyroid in contaminated regions of the former Soviet Union ( Wi940 ) which should be attributed to the Chernobyl accident until proven otherwise .
tr	Ind	The prestigious IAEA ( International Atomic Energy Agency ) published an early report on Chernobyl which was based on information from Russian sources and stated that there was no significant health effects .
tr	Ind	However , in April 2001 , the IAEA published Fifteen Years after the Chernobyl Accident - Lessons learned . which contradict the earlier reports .
tr	Ind	Here are some excerpts :
tr	Ind	The dramatic increase in radiation - induced thyroid cancers in children and adolescents in Belarus , Russia , and Ukraine , which have been observed since 1991 , continues to this day .
tr	Ind	The dynamics of change in the state of health of children affected by the Chernobyl accident in all three countries - Belarus , Russia , and Ukraine - in the post - accident period is characterized by persistent negative tendencies : the morbidity rate is going up , the number of really healthy children is dropping , and disability is increasing .
tr	Ind	As a parent , I can well imagine how painful it must be for those families whose children are succumbing to radiation poisoning .
tr	Ind	There is a lot to learn about Chernobyl .
tr	Ind	Being well - informed will give you certainty and that is desirable in a world of conflicting reports .
tr	Ind	There are a wealth of references on Chernobyl .
tr	Ind	These links present the many viewpoints that existed and still exist about the disaster called Chernobyl :
tr	Ind	I would be interested in hearing what conclusions you reached and what you found that was most convincing .
tr	Ind	As a child in the 50 ' s I had a lot of glandular problems and they treated it with radiation therapy ( primitive at best !) and stopped when a lesion on my neck started enlarging -- they said it was not CA but stopped the treatments ....
tr	Ind	Remember the old shoe sizing machines that was a form of radiation xray ?
tr	Ind	That too was stopped .
tr	Ind	Don ' t have to mention what radiation has done and is still doing to Hirsohima & Nagaski folks -- there can be no doubts about the effects of radiation in Chernobyl .......
tr	Ind	The Chernobyl Children ' s Project ( http :// www . adiccp . org / home / default . asp ) offers several ways to help the children of that region .
tr	Ind	One of them is the Rest and Recuperation Program , wherein a child can come to the US for a few weeks in the summer .
tr	Ind	S . and I have an acquaintance who has hosted several of these children for many years ; to see these little ones breaks the heart .
tr	Ind	The urge to protect and gather them all in is almost overwhelming , and makes me more grateful for the blessings I have .
tr	Ind	I ' m sorry to say Elena ' s story has been revealed to be a fake .
tr	Ind	What do the new al - Qaeda videotape and audio speeches of Bin Laden and Ayman al - Zawahiri tell us about the hopes of the remaining top leadership of the organization ?
tr	Ind	Because the US and Pakistan have managed to capture or kill about 2 / 3s of the top 25 al - Qaeda commanders , the middle managers are not in close contact with al - Zawahiri and Bin Laden .
tr	Ind	The tape was a way to signal priorities .
tr	Ind	"These are 1 ) Assassinate or overthrow Gen . Pervez Musharraf , the Pakistani military "" president "" who had made a coup in 1999 and has thrown in his lot with the United States against the Taliban and al - Qaeda ."
tr	Ind	Musharraf has been trying to purge his officer corps of the substantial number of al - Qaeda sympathizers .
tr	Ind	His military intelligence has captured major figures like Abu Zubayda and Khalid Shaykh Muhammad , as well as nearly 500 other al - Qaeda operatives , over 400 of whom the Pakistanis have turned over to the US .
tr	Ind	Musharraf held elections in October of 2002 , in which center - right parties did well , but in which nearly 20 percent of parliament seats went to the fundamentalist religious party coalition , MMA .
tr	Ind	MMA also captured the Northwest Frontier Province , which probably shelters Bin Laden and al - Zawahiri , and is in a joint government of Baluchistan Province , also on the Afghanistan border .
tr	Ind	They would thereby gain control of a major base for terrorist operations , which is also a nuclear power .
tr	Ind	All this is highly unlikely , as with most al - Qaeda crackpot schemes .
tr	Ind	But so was it unlikely that a small group of Arab mujahidin would virtually take over Afghanistan .
tr	Ind	"On the one hand , it should pressure Musharraf to take off his uniform and run for president in a fair election , and to repeal the contentious "" Legal Framework Order "" that essentially perpetuates his dictatorship ."
tr	Ind	Al - Zawahiri attempted to use Musharraf ' s lack of progress in helping the Muslims of that Indian state as a justification for his overthrow .
tr	Ind	The Kashmir issue generates far more terrorism , and even the threat of nuclear war , than Iraq ever did .
tr	Ind	Response : The US has succeeded in politically isolating Hamas , and started the process of cutting off its funding .
tr	Ind	But Sharon ' s iron fist is simply not working as a means of establishing general peace , and the Bush administration will have to finally apply effective pressure on Sharon to stop his outrages in and colonization of the West Bank and Gaza .
tr	Ind	Sharon ' s hard line has worked in tandem with Hamas ' s terrorism to ratchet up tensions further and further , which spill over into the Muslim world and serve as a recruiting tool for al - Qaeda in its search for agents willing to hit the United States .
tr	Ind	Israel owes the United States at least this much , in this crisis , to cease militarily unnecessary provocations and establish genuine peace .
tr	Ind	Response : Iraq is actually hostile territory for al - Qaeda , and without Iraqi sympathizers it cannot succeed there .
tr	Ind	By moving quickly to Iraqi sovereignty and improvement of Iraqi lives , the US may be able to get Iraqis on its side , so that they turn in the foreigners .
tr	Ind	Certainly , the Shiites already hate al - Qaeda and would help ; likewise the Kurds .
tr	Ind	The problem of mollifying the Sunnis , though , has to be solved to avoid giving al - Qaeda an entrée .
tr	Ind	The Americans have to put away their free - market fetishism for a while and find ways of creating jobs and pumping money into Iraqi households .
tr	Ind	We need an FDR in Iraq , not a Ronald Reagan .
tr	Ind	Getting the Spanish out of Iraq isn ' t nearly as good a rallying cry for al - Qaeda in the Arab world as getting the Americans and British out .
tr	Ind	The thing to keep in mind is that Sunni Arab nationalists and Baathists and local Sunni radicals are likely to remain far more dangerous to the US in Iraq than al - Qaeda infiltrators , and it would be dangerous to take one ' s eyes off the former ball .
tr	Ind	George W . Bush alleged Thursday that John Edwards lacks the experience necessary to be president .
tr	Ind	The problem with this argument is that Bush lacked the experience necessary to be president when he ran in 2000 , so this sort of cheap shot just hoists him by his own petard .
