tr	Pos	Al - Zaman : American forces killed Shaikh Abdullah al - Ani , the preacher at the mosque in the town of Qaim , near the Syrian border .
tr	Pos	[ This killing of a respected cleric will be causing us trouble for years to come .]
tr	Pos	DPA : Iraqi authorities announced that they had busted up 3 terrorist cells operating in Baghdad .
tr	Pos	The MoI in Iraq is equivalent to the US FBI , so this would be like having J . Edgar Hoover unwittingly employ at a high level members of the Weathermen bombers back in the 1960s .
tr	Pos	The third was being run by the head of an investment firm .
tr	Pos	Although the announcement was probably made to show progress in identifying and breaking up terror cells , I don ' t find the news that the Baathists continue to penetrate the Iraqi government very hopeful .
tr	Pos	It reminds me too much of the ARVN officers who were secretly working for the other side in Vietnam .
tr	Pos	Al - Zaman : Guerrillas killed a member of the Kurdistan Democratic Party after kidnapping him in Mosul .
tr	Pos	The police commander of Ninevah Province announced that bombings had declined 80 percent in Mosul , whereas there had been a big jump in the number of kidnappings .
tr	Pos	On Wednesday guerrillas had kidnapped a cosmetic surgeon and his wife while they were on their way home .
tr	Pos	( Kut is in southeastern Iraq and has an overwhelmingly Shiite population , who are on the lookout for Baathist saboteurs and willingly turn them in .
tr	Pos	This willingness is the main difference in the number of bombings in the south as opposed to the center - north of the country .)
tr	Pos	In Baghdad Kadhim Talal Husain , assistant dean at the School of Education at Mustansiriyah University , was assassinated with his driver in the Salikh district .
tr	Pos	Two other Dulaim leaders have been killed in the past week and a half .
tr	Pos	Guerrillas near Hawijah launched an attack that left 6 dead , including 4 Iraqi soldiers .
tr	Pos	Two hundred members of the Batawi clan of the Dulaim demonstrated in Baghdad on Friday , protesting the killing of their clan elder , Shaikh Kadhim Sarhid and 4 of his sons , by gunmen wearing Iraqi army uniforms .
tr	Pos	( This is a largely Sunni Arab clan , and some Sunni observers have accused Shiite elements in the government of being behind the assassination ; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec . 15 elections .)
tr	Pos	Al - Zaman : The Iraqi High Electoral Commission on Friday denied a request of the Debaathification Commission to exclude 51 individuals from running on party lists in the Dec . 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office .
tr	Pos	The Commission said it had no legal grounds for such an exclusion .
tr	Pos	This item is a small one and easily missed .
tr	Pos	But in my view it is highly significant .
tr	Pos	The Debaathification Commission had been pushed by Ahmad Chalabi and his Iraqi National Congress very hard , and had pushed many Sunni Arabs into the arms of the guerrillas .
tr	Pos	Some 2 , 000 junior officers of the old Baath army have been recalled to duty in recent months , something Chalabi would have blocked if he could have .
tr	Pos	Now the Electoral Commission is refusing to punish people for mere past Baath Party membership .
tr	Pos	If he or she did not , then they should have all the same rights as other Iraqis .
tr	Pos	Al - Sharq al - Awsat reports that a key eyewitness in the trial of Saddam Hussein for a 1982 massacre at Dujail has died .
tr	Pos	In Baghdad the fighting still continues in several areas , mostly in Sadr city and Adhamiya .
tr	Pos	My neighbourhood has been surrounded by American troops for three days now , helicopters have been circling over our heads non - stop .
tr	Pos	Fedayeen are now visible on the street and they have become bolder than ever .
tr	Pos	Yesterday there were tens of them putting road blocks on our street and setting up mortars , they only come out in the open when Americans leave the area , then they start firing mortars indiscriminately and shooting their AK - 47 ' s in the air .
tr	Pos	They are setting the road blocks at the exact same positions they were during the war last year , which indicates they are the same people .
tr	Pos	Even the IP and ICDC have abandoned the neighbourhood , and those are trained and armed , so don ' t expect scared civilians to do anything except to hide inside and pray a helicopter or a tank doesn ' t bomb them , and also how are American soldiers going to distinguish the brave and valiant civilians from the Fedayeen ?
tr	Pos	Everyone is apprehensive , there is some talk that April 9th and 10th are going to be bloody days .
tr	Pos	"There are rumours about preparations by slum dwellers for another looting spree against banks , governmental and public property similar to the one that took place last April , and I have already overheard youngsters in my neighbourhood joking about it and saying things like "" This time we will be the first to loot , we didn ' t get anything the last time ""."
tr	Pos	Mosques are calling for donating blood , food , and medicine for Fallujah , and several convoys have already headed out for Fallujah , most of them returned later though .
tr	Pos	What irritates me is this sudden false ' solidarity ' between Sunni and Shi ' ite clerics , we all know that they would be glad to get at each others throats when they have the chance , and Shia clerics were describing Fallujan insurgents as ' Ba ' athists ', ' Saddamites ', ' Wahhabis ', and ' terrorists ' just a few days ago .
tr	Pos	I guess it ' s just the old new Arab ' Me against my brother , me and my brother against my cousin , me and my cousin against my enemy ', or ' The enemy of my enemy is my friend ' thing going on again .
tr	Pos	They have sent over their top reporter Ahmed Mansour to the town , and he is spouting all kinds of propaganda hourly reminding me of Al - Sahhaf .
tr	Pos	""" They are targetting ambulances "", "" American snipers are shooting children and pregnant women "", and "" They are using cluster bombs against civilians "" is all you get to hear from him ."
tr	Pos	He did once make an unforgivable error when he mentioned that Fallujan militants were shooting at the Marines from the roofs of mosques and houses in Hay Al - Golan , but of course that is okay for Al - Jazeera .
tr	Pos	Someone who called himself Abu Hafs from the Ibn Al - Khattab Brigades ( another new group ) was on Al - Jazeera describing the enormous casualties among the Marines and he sweared that American soldiers were mutilating the bodies of dead insurgents .
tr	Pos	Over 300 Iraqis are reported dead and 500 wounded in Fallujah alone .
tr	Pos	"Azzaman newspaper mentioned an announcement signed by Abdul Aziz bin Muqrin , an Al - Qaeda operative in Saudi Arabia on an Islamic website ' the voice of Jihad ', in which he stated that "" although mutilating dead bodies is not originally permitted in Islam , but in this case it is allowed if Muslims use it against infidels to deter them from committing criminal actions ""."
tr	Pos	"He added that "" America does not understand anything except the language of force and retaliation , they were kicked out of Somalia in humiliation after that soldier was dragged in Mogadishu for the whole world to see "", and that "" the day will come when the dead bodies of Americans and Jews would be dragged , defiled , and stepped on in the Arabian peninsula together with their agents and supporters ""."
tr	Pos	Elena ' s motorcycle tour through the region around Chernobyl has revived interest in one of the most serious nuclear disasters in history .
tr	Pos	We all know what happened , but even to this day , there are many different versions and opinions on how it happened and what effect Chernobyl will have on the health of people affected by the fallout .
tr	Pos	Now you can tour Chernobyl and write your own story .
tr	Pos	There was a soothing authoritative UNSCEAR ( United Nations Scientific Committee on the Effects of Atomic Radiation ) report in 2000 on the health effects of Chernobyl confirming that there was no scientific evidence of any significant radiation - related health effects to most people exposed .
tr	Pos	One of the most widespread myths of recent times is that the Chernobyl nuclear reactor accident in 1986 caused many thousands of extra cancer deaths in neighbouring regions , and that public health has been severely affected by exposure to radiation .
tr	Pos	Many people still believe that to be true , even though the Ministry of Russian Federation on Civil Defence , Emergencies and Elimination of Conseguences of Natural Disasters ( EMERCOM of Russia ) reported this in 1996 :
tr	Pos	In the last decade , there has been a real and significant increase in childhood and , to a certain extent , adult carcinoma of the thyroid in contaminated regions of the former Soviet Union ( Wi940 ) which should be attributed to the Chernobyl accident until proven otherwise .
