tr	Sing	Al - Zaman : American forces killed Shaikh Abdullah al - Ani , the preacher at the mosque in the town of Qaim , near the Syrian border .
tr	Sing	[ This killing of a respected cleric will be causing us trouble for years to come .]
tr	Sing	DPA : Iraqi authorities announced that they had busted up 3 terrorist cells operating in Baghdad .
tr	Sing	The MoI in Iraq is equivalent to the US FBI , so this would be like having J . Edgar Hoover unwittingly employ at a high level members of the Weathermen bombers back in the 1960s .
tr	Sing	The third was being run by the head of an investment firm .
tr	Sing	You wonder if he was manipulating the market with his bombing targets .
tr	Sing	Although the announcement was probably made to show progress in identifying and breaking up terror cells , I don ' t find the news that the Baathists continue to penetrate the Iraqi government very hopeful .
tr	Sing	It reminds me too much of the ARVN officers who were secretly working for the other side in Vietnam .
tr	Sing	Al - Zaman : Guerrillas killed a member of the Kurdistan Democratic Party after kidnapping him in Mosul .
tr	Sing	The police commander of Ninevah Province announced that bombings had declined 80 percent in Mosul , whereas there had been a big jump in the number of kidnappings .
tr	Sing	On Wednesday guerrillas had kidnapped a cosmetic surgeon and his wife while they were on their way home .
tr	Sing	In Suwayrah , Kut Province , two car bombs were discovered before they could be detonated .
tr	Sing	( Kut is in southeastern Iraq and has an overwhelmingly Shiite population , who are on the lookout for Baathist saboteurs and willingly turn them in .
tr	Sing	This willingness is the main difference in the number of bombings in the south as opposed to the center - north of the country .)
tr	Sing	In Baghdad Kadhim Talal Husain , assistant dean at the School of Education at Mustansiriyah University , was assassinated with his driver in the Salikh district .
tr	Sing	His mother was also killed in the attack .
tr	Sing	One of them was from the Jubur tribe and was deputy commander of the Hawijah garrison .
tr	Sing	( This is a largely Sunni Arab clan , and some Sunni observers have accused Shiite elements in the government of being behind the assassination ; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec . 15 elections .)
tr	Sing	Al - Zaman : The Iraqi High Electoral Commission on Friday denied a request of the Debaathification Commission to exclude 51 individuals from running on party lists in the Dec . 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office .
tr	Sing	The Commission said it had no legal grounds for such an exclusion .
tr	Sing	This item is a small one and easily missed .
tr	Sing	But in my view it is highly significant .
tr	Sing	The Debaathification Commission had been pushed by Ahmad Chalabi and his Iraqi National Congress very hard , and had pushed many Sunni Arabs into the arms of the guerrillas .
tr	Sing	Chalabi has been increasingly marginalized within Iraq , however , despite his ties of clientelage with Washington and Tehran .
tr	Sing	He is no longer in the dominant Shiite list , the United Iraqi Alliance , and won ' t have many seats in the new parliament .
tr	Sing	Now the Electoral Commission is refusing to punish people for mere past Baath Party membership .
tr	Sing	The situation in Iraq is only going to get better this way .
tr	Sing	If someone committed a crime against humanity , prosecute the person .
tr	Sing	If he or she did not , then they should have all the same rights as other Iraqis .
tr	Sing	Al - Sharq al - Awsat reports that a key eyewitness in the trial of Saddam Hussein for a 1982 massacre at Dujail has died .
tr	Sing	A team from the court managed to take his deposition before he died .
tr	Sing	The trial begins again Nov . 28 .
tr	Sing	In Baghdad the fighting still continues in several areas , mostly in Sadr city and Adhamiya .
tr	Sing	There has been talk that the night curfew might be implemented again .
tr	Sing	My neighbourhood has been surrounded by American troops for three days now , helicopters have been circling over our heads non - stop .
tr	Sing	Yesterday there were tens of them putting road blocks on our street and setting up mortars , they only come out in the open when Americans leave the area , then they start firing mortars indiscriminately and shooting their AK - 47 ' s in the air .
tr	Sing	And there is nothing we can do about it really , people who are suggesting that we go out and fight them are living in dream land .
tr	Sing	Even the IP and ICDC have abandoned the neighbourhood , and those are trained and armed , so don ' t expect scared civilians to do anything except to hide inside and pray a helicopter or a tank doesn ' t bomb them , and also how are American soldiers going to distinguish the brave and valiant civilians from the Fedayeen ?
tr	Sing	Everyone is apprehensive , there is some talk that April 9th and 10th are going to be bloody days .
tr	Sing	What irritates me is this sudden false ' solidarity ' between Sunni and Shi ' ite clerics , we all know that they would be glad to get at each others throats when they have the chance , and Shia clerics were describing Fallujan insurgents as ' Ba ' athists ', ' Saddamites ', ' Wahhabis ', and ' terrorists ' just a few days ago .
tr	Sing	So what happened ?
tr	Sing	I guess it ' s just the old new Arab ' Me against my brother , me and my brother against my cousin , me and my cousin against my enemy ', or ' The enemy of my enemy is my friend ' thing going on again .
tr	Sing	He did once make an unforgivable error when he mentioned that Fallujan militants were shooting at the Marines from the roofs of mosques and houses in Hay Al - Golan , but of course that is okay for Al - Jazeera .
tr	Sing	Someone who called himself Abu Hafs from the Ibn Al - Khattab Brigades ( another new group ) was on Al - Jazeera describing the enormous casualties among the Marines and he sweared that American soldiers were mutilating the bodies of dead insurgents .
tr	Sing	Al - Iraqiyah tv said that ICDC were controlling Ramadi .
tr	Sing	"Azzaman newspaper mentioned an announcement signed by Abdul Aziz bin Muqrin , an Al - Qaeda operative in Saudi Arabia on an Islamic website ' the voice of Jihad ', in which he stated that "" although mutilating dead bodies is not originally permitted in Islam , but in this case it is allowed if Muslims use it against infidels to deter them from committing criminal actions ""."
tr	Sing	"He added that "" America does not understand anything except the language of force and retaliation , they were kicked out of Somalia in humiliation after that soldier was dragged in Mogadishu for the whole world to see "", and that "" the day will come when the dead bodies of Americans and Jews would be dragged , defiled , and stepped on in the Arabian peninsula together with their agents and supporters ""."
tr	Sing	Elena ' s motorcycle tour through the region around Chernobyl has revived interest in one of the most serious nuclear disasters in history .
tr	Sing	UPDATE :
tr	Sing	Now you can tour Chernobyl and write your own story .
tr	Sing	This is not a post about fault - finding or assigning blame .
tr	Sing	It is a time to learn what happened and how it may affect the future .
tr	Sing	There was a soothing authoritative UNSCEAR ( United Nations Scientific Committee on the Effects of Atomic Radiation ) report in 2000 on the health effects of Chernobyl confirming that there was no scientific evidence of any significant radiation - related health effects to most people exposed .
tr	Sing	This was heavily promoted by the Australasian Radiation Protection Society in a press release titled THE MYTHS OF CHERNOBYL which contained the following :
tr	Sing	One of the most widespread myths of recent times is that the Chernobyl nuclear reactor accident in 1986 caused many thousands of extra cancer deaths in neighbouring regions , and that public health has been severely affected by exposure to radiation .
tr	Sing	CHERNOBYL ACCIDENT : TEN YEARS ON
tr	Sing	In the last decade , there has been a real and significant increase in childhood and , to a certain extent , adult carcinoma of the thyroid in contaminated regions of the former Soviet Union ( Wi940 ) which should be attributed to the Chernobyl accident until proven otherwise .
tr	Sing	The prestigious IAEA ( International Atomic Energy Agency ) published an early report on Chernobyl which was based on information from Russian sources and stated that there was no significant health effects .
tr	Sing	However , in April 2001 , the IAEA published Fifteen Years after the Chernobyl Accident - Lessons learned . which contradict the earlier reports .
tr	Sing	The dramatic increase in radiation - induced thyroid cancers in children and adolescents in Belarus , Russia , and Ukraine , which have been observed since 1991 , continues to this day .
tr	Sing	... a drop in the birth rate , a deterioration in women ' s reproductive health , an increase in complications during pregnancy and birth , and a deterioration in neonatal health ....
tr	Sing	As a parent , I can well imagine how painful it must be for those families whose children are succumbing to radiation poisoning .
tr	Sing	There is a lot to learn about Chernobyl .
tr	Sing	Being well - informed will give you certainty and that is desirable in a world of conflicting reports .
tr	Sing	IAEA Report Lessons learned
tr	Sing	I would be interested in hearing what conclusions you reached and what you found that was most convincing .
tr	Sing	radiation :
tr	Sing	As a child in the 50 ' s I had a lot of glandular problems and they treated it with radiation therapy ( primitive at best !) and stopped when a lesion on my neck started enlarging -- they said it was not CA but stopped the treatments ....
tr	Sing	That too was stopped .
tr	Sing	Don ' t have to mention what radiation has done and is still doing to Hirsohima & Nagaski folks -- there can be no doubts about the effects of radiation in Chernobyl .......
tr	Sing	The Chernobyl Children ' s Project ( http :// www . adiccp . org / home / default . asp ) offers several ways to help the children of that region .
tr	Sing	One of them is the Rest and Recuperation Program , wherein a child can come to the US for a few weeks in the summer .
tr	Sing	Even a little time spent receiving wholesome , uncontaminated food , good medical care , etc . can add years to their lives .
tr	Sing	The urge to protect and gather them all in is almost overwhelming , and makes me more grateful for the blessings I have .
tr	Sing	Take care , my friend , Linda
tr	Sing	I ' m sorry to say Elena ' s story has been revealed to be a fake .
tr	Sing	Because the US and Pakistan have managed to capture or kill about 2 / 3s of the top 25 al - Qaeda commanders , the middle managers are not in close contact with al - Zawahiri and Bin Laden .
tr	Sing	The tape was a way to signal priorities .
tr	Sing	Musharraf has been trying to purge his officer corps of the substantial number of al - Qaeda sympathizers .
tr	Sing	His military intelligence has captured major figures like Abu Zubayda and Khalid Shaykh Muhammad , as well as nearly 500 other al - Qaeda operatives , over 400 of whom the Pakistanis have turned over to the US .
tr	Sing	Musharraf held elections in October of 2002 , in which center - right parties did well , but in which nearly 20 percent of parliament seats went to the fundamentalist religious party coalition , MMA .
tr	Sing	MMA also captured the Northwest Frontier Province , which probably shelters Bin Laden and al - Zawahiri , and is in a joint government of Baluchistan Province , also on the Afghanistan border .
tr	Sing	If al - Qaeda can kill Musharraf or instigate a military coup against him by Islamist junior officers , they can hope to catapult the MMA to power as political allies and hosts .
tr	Sing	All this is highly unlikely , as with most al - Qaeda crackpot schemes .
